StartTime,EndTime,State,DamageProperty,DamageCrops,Source,StormSummary
2007-01-02 00:00:00.0000000,2007-01-03 18:00:00.0000000,OREGON,0,0,Trained Spotter,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-02T00:00:00Z"",
  ""EndTime"": ""2007-01-03T18:00:00Z"",
  ""Details"": {
    ""Description"": ""A total accumulation of 1.48 inches was reported."",
    ""Location"": ""OREGON""
  }
}"
2007-01-04 15:45:00.0000000,2007-01-04 15:52:00.0000000,LOUISIANA,1500000,0,NWS Storm Survey,"{
  ""TotalDamages"": 1500000,
  ""StartTime"": ""2007-01-04T15:45:00Z"",
  ""EndTime"": ""2007-01-04T15:52:00Z"",
  ""Details"": {
    ""Description"": ""A tornado struck at 3:45 pm near the town of Lydia, causing minor damage to trees and barns. As the tornado raced northward at close to 50 mph, it strengthened to what would later be classified as a strong F1 on the Fujita Tornado Scale, with winds approximated near 110 mph.  In the area of Neco Town Road and US 90, between Lydia and New Iberia, three mobile homes were flipped and completely destroyed.  Seven people, including children, were able to crawl out of their homes with only minor injuries.|Upon crossing Highway 90, the storm destroyed another mobile home, fatally injuring two occupants and severely injuring 3 other people.  As the storm got to LA 674 (East Admiral Doyle Drive), several brick homes received major damage.  The storm continued north to the eastern fringe of New Iberia, heavily damaging several brick homes in the Bellaire subdivision.  The tornado finally dissipated around 3:52 pm near Loreauville.|"",
    ""Location"": ""LOUISIANA""
  }
}"
2007-01-05 14:30:00.0000000,2007-01-05 14:32:00.0000000,GEORGIA,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-05T14:30:00Z"",
  ""EndTime"": ""2007-01-05T14:32:00Z"",
  ""Details"": {
    ""Description"": ""Sheriff reported a couple of trees down near Elijah Clark State Park."",
    ""Location"": ""GEORGIA""
  }
}"
2007-01-05 14:30:00.0000000,2007-01-05 14:32:00.0000000,SOUTH CAROLINA,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-05T14:30:00Z"",
  ""EndTime"": ""2007-01-05T14:32:00Z"",
  ""Details"": {
    ""Description"": ""Sheriff reported several trees down near Dorn Creek boat ramp."",
    ""Location"": ""SOUTH CAROLINA""
  }
}"
2007-01-05 17:04:00.0000000,2007-01-05 17:04:00.0000000,GEORGIA,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-05T17:04:00Z"",
  ""EndTime"": ""2007-01-05T17:04:00Z"",
  ""Details"": {
    ""Description"": ""Ware County 911 center reported a funnel cloud at the tree top level along U.S. Highway 1 just south of Dixie Union."",
    ""Location"": ""GEORGIA""
  }
}"
2007-01-07 15:55:00.0000000,2007-01-07 15:57:00.0000000,ALABAMA,10000,0,Emergency Manager,"{
  ""TotalDamages"": 10000,
  ""StartTime"": ""2007-01-07T15:55:00Z"",
  ""EndTime"": ""2007-01-07T15:57:00Z"",
  ""Details"": {
    ""Description"": ""Winds from a thunderstorm blew down several trees just north of Monroeville."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 16:45:00.0000000,2007-01-07 17:45:00.0000000,ALABAMA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-07T16:45:00Z"",
  ""EndTime"": ""2007-01-07T17:45:00Z"",
  ""Details"": {
    ""Description"": ""Several roads were temporarily impassable due to heavy rainfall, including Wares Ferry Road, Felder Road, Perry Road, Fleming Road, Madison Avenue, and Norman Bridge Road."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 17:00:00.0000000,2007-01-07 18:00:00.0000000,ALABAMA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-07T17:00:00Z"",
  ""EndTime"": ""2007-01-07T18:00:00Z"",
  ""Details"": {
    ""Description"": ""Several locations in Wetumpka, and other parts of the county, became temporarily impassable due to high water."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 17:00:00.0000000,2007-01-07 18:00:00.0000000,ALABAMA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-07T17:00:00Z"",
  ""EndTime"": ""2007-01-07T18:00:00Z"",
  ""Details"": {
    ""Description"": ""Several locations around Hayneville, and other parts of the county, became temporarily impassable due to high water."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 17:07:00.0000000,2007-01-07 17:10:00.0000000,ALABAMA,12000,0,Emergency Manager,"{
  ""TotalDamages"": 12000,
  ""StartTime"": ""2007-01-07T17:07:00Z"",
  ""EndTime"": ""2007-01-07T17:10:00Z"",
  ""Details"": {
    ""Description"": ""High winds from a thunderstorm blew down several trees and power lines near Greenville."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 20:29:00.0000000,2007-01-07 20:34:00.0000000,ALABAMA,250000,0,NWS Storm Survey,"{
  ""TotalDamages"": 250000,
  ""StartTime"": ""2007-01-07T20:29:00Z"",
  ""EndTime"": ""2007-01-07T20:34:00Z"",
  ""Details"": {
    ""Description"": ""The tornado touched down in the White Oak Shores Community, about nine miles south of Eufaula along Walter F. George Lake. Several hundred trees were snapped off or uprooted along the path. Numerous mobile homes were damaged and some were totally destroyed at White Oak Shores. The tornado then tracked northeastward across White Oak Creek Park and into the far southern part of the Woodlawn Subdivision. The tornado track ended at the Chattahoochee River."",
    ""Location"": ""ALABAMA""
  }
}"
2007-01-07 21:21:00.0000000,2007-01-07 22:29:00.0000000,HAWAII,0,0,Official NWS Observations,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-07T21:21:00Z"",
  ""EndTime"": ""2007-01-07T22:29:00Z"",
  ""Details"": {
    ""Description"": ""Heavy showers caused ponding on roadways, and small stream and drainage ditch flooding in the northwest part of Kauai.  There were no reports of serious property damage or injuries.|"",
    ""Location"": ""HAWAII""
  }
}"
2007-01-08 00:21:00.0000000,2007-01-08 03:06:00.0000000,HAWAII,0,0,Official NWS Observations,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-08T00:21:00Z"",
  ""EndTime"": ""2007-01-08T03:06:00Z"",
  ""Details"": {
    ""Description"": ""Heavy showers in windward areas of Oahu produced small stream and drainage ditch flooding, and ponding of roadways.  No serious injuries or property damage were reported."",
    ""Location"": ""HAWAII""
  }
}"
2007-01-13 03:00:00.0000000,2007-01-13 08:30:00.0000000,MISSOURI,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T03:00:00Z"",
  ""EndTime"": ""2007-01-13T08:30:00Z"",
  ""Details"": {
    ""Description"": ""Several inches of rain caused flooding of small creeks and streams and low-water crossings mainly across southern Crawford County."",
    ""Location"": ""MISSOURI""
  }
}"
2007-01-13 07:08:00.0000000,2007-01-13 07:10:00.0000000,TEXAS,50000,0,NWS Storm Survey,"{
  ""TotalDamages"": 50000,
  ""StartTime"": ""2007-01-13T07:08:00Z"",
  ""EndTime"": ""2007-01-13T07:10:00Z"",
  ""Details"": {
    ""Description"": ""Much more severe damage was seen near the center of this path at Police Headquarters.  Just south of the building, metal roofs had been torn off a structure and tossed toward the north.  In the south parking lot adjacent to the building, three telephone poles were blown down...one toward the west???one toward the north???and one toward the south.  An officer was in his vehicle at 7:08 am CST as the storm struck???parked next to a large metal building which partly protected it.  The officer reported that very high winds and heavy rain began blowing from north to south???then abruptly changed direction and began blowing from south to north???accompanied by penny-sized hail.  His car???in spite of being somewhat sheltered???was badly damaged by the blowing debris.  In all???thirty-five vehicles at the Police Building sustained damage???with numerous dents and large gashes in car bodies???as well as windows and windshields fractured.  A large area of brick was ejected from an upper portion of the Building???s north wall.  The conclusion of the survey team was that this damage at the Police Headquarters was due to a small and short-lived tornado that occurred just behind the 70 to 80 mph thunderstorm winds. Damage was also found about 200 yards north of the Police Building at a business that manufactures lighting fixtures.  This was thought to be a second touchdown of the small tornado.  Here a large dumpster was spun almost 360 degrees and several trailers were slammed into each other. A single-wide trailer was tipped over on its side.  Windows and doors at the building were broken, with some blown inward and some blown outward.  Based on the type and level of damage, the tornado was rated an F1 on the Fujita Scale, and an EF1 on the new Enhanced Fujita Scale.  The tornado path was estimated to be 100 yards wide and a three-tenths of a mile long."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-13 08:45:00.0000000,2007-01-13 10:30:00.0000000,TEXAS,0,0,Other Federal,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T08:45:00Z"",
  ""EndTime"": ""2007-01-13T10:30:00Z"",
  ""Details"": {
    ""Description"": ""Shoal Creek near Lamar Street crested at 14.76  feet at 0915cst on January 13, where 10 feet is flood stage."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-13 17:30:00.0000000,2007-01-14 03:00:00.0000000,MISSOURI,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T17:30:00Z"",
  ""EndTime"": ""2007-01-14T03:00:00Z"",
  ""Details"": {
    ""Description"": ""Several secondary roads were flooded, mainly throughout the eastern portion of the county. Creeks were out of their banks and spreading across secondary roads in southeast Ripley County."",
    ""Location"": ""MISSOURI""
  }
}"
2007-01-13 21:15:00.0000000,2007-01-14 03:30:00.0000000,TEXAS,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T21:15:00Z"",
  ""EndTime"": ""2007-01-14T03:30:00Z"",
  ""Details"": {
    ""Description"": ""County-wide flooding from Iola to Navasota and eastward around Anderson. Flooded roads included FM 1774 two miles south of Anderson, FM 3094 at the intersection of Victoria and Coleman Hill, and FM 244 between Iola and Carlos."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-13 21:15:00.0000000,2007-01-14 03:30:00.0000000,TEXAS,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T21:15:00Z"",
  ""EndTime"": ""2007-01-14T03:30:00Z"",
  ""Details"": {
    ""Description"": ""Over thirty reports of county-wide roads or bridges effected mainly across central and western portions of the county. Towns impacted included Brenham, Independence, and Gay Hill."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-13 21:15:00.0000000,2007-01-14 03:30:00.0000000,TEXAS,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T21:15:00Z"",
  ""EndTime"": ""2007-01-14T03:30:00Z"",
  ""Details"": {
    ""Description"": ""Flooding occurred between Wehdam and Cat Spring and also extended westward towards Industry. The following roads were closed due to flooding: FM 109 at Williams Creek and FM 497 at SH 36 in Kenney."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-13 21:15:00.0000000,2007-01-14 03:30:00.0000000,TEXAS,0,0,Law Enforcement,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-13T21:15:00Z"",
  ""EndTime"": ""2007-01-14T03:30:00Z"",
  ""Details"": {
    ""Description"": ""Flooding on FM 949 north of Interstate 10."",
    ""Location"": ""TEXAS""
  }
}"
2007-01-14 00:35:00.0000000,2007-01-14 03:30:00.0000000,MISSOURI,50000,0,Law Enforcement,"{
  ""TotalDamages"": 50000,
  ""StartTime"": ""2007-01-14T00:35:00Z"",
  ""EndTime"": ""2007-01-14T03:30:00Z"",
  ""Details"": {
    ""Description"": ""Extensive flooding occurred in East Prairie. Over 5 inches of rain was measured at the city's water treatment plant over a four-day period. Several streets were flooded badly. Subdivisions around the outskirts of town were flooded, including some that flood very rarely. Water was over portions of U.S. Highway 60/62 east of Charleston."",
    ""Location"": ""MISSOURI""
  }
}"
2007-01-14 14:00:00.0000000,2007-01-14 14:00:00.0000000,ARKANSAS,2000,0,Emergency Manager,"{
  ""TotalDamages"": 2000,
  ""StartTime"": ""2007-01-14T14:00:00Z"",
  ""EndTime"": ""2007-01-14T14:00:00Z"",
  ""Details"": {
    ""Description"": ""Heavy rains flooded several secondary roads across Ouachita County."",
    ""Location"": ""ARKANSAS""
  }
}"
2007-01-15 05:00:00.0000000,2007-01-27 09:00:00.0000000,INDIANA,0,0,Unknown,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-15T05:00:00Z"",
  ""EndTime"": ""2007-01-27T09:00:00Z"",
  ""Details"": {
    ""Description"": ""At Princeton, where flood stage is 18 feet, the Patoka River crested at 20.48 feet on the 21st. This resulted in minor flooding of lowland fields and woods."",
    ""Location"": ""INDIANA""
  }
}"
2007-01-15 12:30:00.0000000,2007-01-15 16:00:00.0000000,OHIO,5000,0,Law Enforcement,"{
  ""TotalDamages"": 5000,
  ""StartTime"": ""2007-01-15T12:30:00Z"",
  ""EndTime"": ""2007-01-15T16:00:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""OHIO""
  }
}"
2007-01-15 13:00:00.0000000,2007-01-15 16:00:00.0000000,OHIO,2000,0,Emergency Manager,"{
  ""TotalDamages"": 2000,
  ""StartTime"": ""2007-01-15T13:00:00Z"",
  ""EndTime"": ""2007-01-15T16:00:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""OHIO""
  }
}"
2007-01-17 19:00:00.0000000,2007-01-17 19:00:00.0000000,INDIANA,0,0,COOP Observer,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-01-17T19:00:00Z"",
  ""EndTime"": ""2007-01-17T19:00:00Z"",
  ""Details"": {
    ""Description"": ""The Ohio River at Tell City crested at 38.0 feet around 7 PM EST on January 17. Flood stage at Tell City is 38 feet. At this level, Indiana Highway 66 is flooded between Rome and Derby."",
    ""Location"": ""INDIANA""
  }
}"
2007-02-01 00:00:00.0000000,2007-02-02 13:00:00.0000000,ALASKA,1600000,0,COOP Observer,"{
  ""TotalDamages"": 1600000,
  ""StartTime"": ""2007-02-01T00:00:00Z"",
  ""EndTime"": ""2007-02-02T13:00:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""ALASKA""
  }
}"
2007-02-01 16:30:00.0000000,2007-02-01 16:30:00.0000000,GEORGIA,0,0,Trained Spotter,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-01T16:30:00Z"",
  ""EndTime"": ""2007-02-01T16:30:00Z"",
  ""Details"": {
    ""Description"": ""Six (6) oak trees down."",
    ""Location"": ""GEORGIA""
  }
}"
2007-02-01 18:00:00.0000000,2007-02-02 04:00:00.0000000,FLORIDA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-01T18:00:00Z"",
  ""EndTime"": ""2007-02-02T04:00:00Z"",
  ""Details"": {
    ""Description"": ""Estimated 6 inches of rainfall. Rain Gauge overflowed."",
    ""Location"": ""FLORIDA""
  }
}"
2007-02-01 23:00:00.0000000,2007-02-02 01:00:00.0000000,FLORIDA,0,0,Newspaper,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-01T23:00:00Z"",
  ""EndTime"": ""2007-02-02T01:00:00Z"",
  ""Details"": {
    ""Description"": ""GNV Regional Airport 3.05 inches of rain. Over four inches reported in the southern portions of Alachua County. The Florida Highway Patrol reported numerous crashes, mainly due to hydroplaning. Source: Gainesville Sun, Feb 3, 2007."",
    ""Location"": ""FLORIDA""
  }
}"
2007-02-02 04:00:00.0000000,2007-02-02 10:30:00.0000000,FLORIDA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-02T04:00:00Z"",
  ""EndTime"": ""2007-02-02T10:30:00Z"",
  ""Details"": {
    ""Description"": ""County Road 205 between Daytona North and State Road 100 closed for around a mile stretch. Depth of water up to the tops of car tires."",
    ""Location"": ""FLORIDA""
  }
}"
2007-02-02 04:00:00.0000000,2007-02-02 12:00:00.0000000,FLORIDA,0,0,Newspaper,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-02T04:00:00Z"",
  ""EndTime"": ""2007-02-02T12:00:00Z"",
  ""Details"": {
    ""Description"": ""Heavy rainfall and poor drainage contributed to flooding in the Flagler Estates neighborhood in St. Johns County. Several roads were flooded with at least one car in a ditch following the flooding. Some portions of the roadway were washed out. Source 2/3/2007 St. Augustine Record."",
    ""Location"": ""FLORIDA""
  }
}"
2007-02-02 18:00:00.0000000,2007-02-02 21:00:00.0000000,AMERICAN SAMOA,0,0,Official NWS Observations,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-02T18:00:00Z"",
  ""EndTime"": ""2007-02-02T21:00:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""AMERICAN SAMOA""
  }
}"
2007-02-10 00:00:00.0000000,2007-02-10 23:59:00.0000000,CALIFORNIA,0,0,ASOS,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-10T00:00:00Z"",
  ""EndTime"": ""2007-02-10T23:59:00Z"",
  ""Details"": {
    ""Description"": ""A new daily precipitation record of 2.36 inches was set in Redding, breaking the previous record of 2.35 inches set in 1925."",
    ""Location"": ""CALIFORNIA""
  }
}"
2007-02-13 00:10:00.0000000,2007-02-13 00:15:00.0000000,LOUISIANA,250000,0,NWS Storm Survey,"{
  ""TotalDamages"": 250000,
  ""StartTime"": ""2007-02-13T00:10:00Z"",
  ""EndTime"": ""2007-02-13T00:15:00Z"",
  ""Details"": {
    ""Description"": ""This tornado began just northeast of the intersection of Verot School Road and Highway 92 and traveled northeast, ending near Bonin Road. Two brick homes received signficant roof damage on Rue Paon in the Hunters Ridge subdivision. One home had its garage destroyed which caused part of the roof to be ripped off. The neighbors roof weas damaged by flying debris. Other homes received minor to moderate damage on Fortune Road, Ellie Road, Rue Canard, and Vivian Driver. A total of 33 homes were damaged. A few trees were knocked down, with other debris blown across fields and into trees along the path."",
    ""Location"": ""LOUISIANA""
  }
}"
2007-02-13 00:36:00.0000000,2007-02-13 00:46:00.0000000,LOUISIANA,1500000,0,NWS Storm Survey,"{
  ""TotalDamages"": 1500000,
  ""StartTime"": ""2007-02-13T00:36:00Z"",
  ""EndTime"": ""2007-02-13T00:46:00Z"",
  ""Details"": {
    ""Description"": ""Wind speeds were estimated between 110 and 120 mph, or on the low end of EF2. This tornado was spawned by the same storm that produced the Youngsville tornado. The tornado began southwest of the intersection of Poydras Highway and Eunice Road and moved northeast, ending past Nursery Highway. Several brick homes had roofs removed near the highs school, with one home losing most of its second floor. A total of 44 homes were damaged or destroyed, with 80 homes impacted by the tornado. Three injuries occurred in a small brick home where the roof blew off, causing a brick wall and other debris to land on them. Several trees were damaged or uprooted. This was the strongest tornado in southwest Louisiana since the November 23 2004 tornado outbreak."",
    ""Location"": ""LOUISIANA""
  }
}"
2007-02-13 02:13:00.0000000,2007-02-13 02:13:00.0000000,LOUISIANA,0,0,Broadcast Media,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-13T02:13:00Z"",
  ""EndTime"": ""2007-02-13T02:13:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""LOUISIANA""
  }
}"
2007-02-13 02:30:00.0000000,2007-02-13 02:30:00.0000000,LOUISIANA,0,0,Broadcast Media,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-13T02:30:00Z"",
  ""EndTime"": ""2007-02-13T02:30:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""LOUISIANA""
  }
}"
2007-02-13 03:41:00.0000000,2007-02-13 03:41:00.0000000,MISSISSIPPI,3000,0,Law Enforcement,"{
  ""TotalDamages"": 3000,
  ""StartTime"": ""2007-02-13T03:41:00Z"",
  ""EndTime"": ""2007-02-13T03:41:00Z"",
  ""Details"": {
    ""Description"": ""Several trees were blown down off of Anse Reed, Teapot and Athens Roads in the Sanatorium Community."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 03:45:00.0000000,2007-02-13 03:58:00.0000000,MISSISSIPPI,0,0,Utility Company,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-13T03:45:00Z"",
  ""EndTime"": ""2007-02-13T03:58:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 03:49:00.0000000,2007-02-13 03:49:00.0000000,MISSISSIPPI,50000,0,NWS Storm Survey,"{
  ""TotalDamages"": 50000,
  ""StartTime"": ""2007-02-13T03:49:00Z"",
  ""EndTime"": ""2007-02-13T03:49:00Z"",
  ""Details"": {
    ""Description"": ""Numerous trees were blown down near the intersection of Highway 481 and County Road 330. A number of trees were blown down across Highway 481."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 03:58:00.0000000,2007-02-13 03:58:00.0000000,MISSISSIPPI,13000,0,Emergency Manager,"{
  ""TotalDamages"": 13000,
  ""StartTime"": ""2007-02-13T03:58:00Z"",
  ""EndTime"": ""2007-02-13T03:58:00Z"",
  ""Details"": {
    ""Description"": ""Several trees were blown down in Forest, some blocked roads."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 04:05:00.0000000,2007-02-13 04:10:00.0000000,MISSISSIPPI,15000,0,Emergency Manager,"{
  ""TotalDamages"": 15000,
  ""StartTime"": ""2007-02-13T04:05:00Z"",
  ""EndTime"": ""2007-02-13T04:10:00Z"",
  ""Details"": {
    ""Description"": ""Several trees were blown down across the eastern side of Scott County."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 04:13:00.0000000,2007-02-13 04:16:00.0000000,MISSISSIPPI,5000,0,NWS Storm Survey,"{
  ""TotalDamages"": 5000,
  ""StartTime"": ""2007-02-13T04:13:00Z"",
  ""EndTime"": ""2007-02-13T04:16:00Z"",
  ""Details"": {
    ""Description"": ""This weak tornado downed several trees and broke off limbs along its 3 mile path across southern Jefferson Davis County."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 05:08:00.0000000,2007-02-13 05:10:00.0000000,MISSISSIPPI,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-13T05:08:00Z"",
  ""EndTime"": ""2007-02-13T05:10:00Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 05:10:00.0000000,2007-02-13 05:10:00.0000000,MISSISSIPPI,3000,0,Law Enforcement,"{
  ""TotalDamages"": 3000,
  ""StartTime"": ""2007-02-13T05:10:00Z"",
  ""EndTime"": ""2007-02-13T05:10:00Z"",
  ""Details"": {
    ""Description"": ""A few trees were blown down."",
    ""Location"": ""MISSISSIPPI""
  }
}"
2007-02-13 16:20:00.0000000,2007-02-13 16:20:00.0000000,GEORGIA,0,0,Emergency Manager,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-02-13T16:20:00Z"",
  ""EndTime"": ""2007-02-13T16:20:00Z"",
  ""Details"": {
    ""Description"": ""Large trees blown down in Kirkland along Sunnyside Church Road."",
    ""Location"": ""GEORGIA""
  }
}"
